Timestamp,Gender,Age group,Profession,Average screen time on daily basis (phone or laptop),Average time spent on social media on daily basis,What's your most used social media platform?,Your content-format preference while using Instagram,Your content-format preference while using Youtube,What kind of content do you prefer?,Do you feel that consuming short-form content has reduced your ability to focus on longer tasks or content? ,  How long can you stay focused on a task without getting distracted?  ,Do you find it difficult to focus on longer videos or read articles after consuming short-form content?,Do you feel addicted to these platforms and short-length contents?,How do you feel after spending time watching short-form videos?,Have you ever tried to reduce the time spent on short-form videos?,Has it affected your productivity in terms of work and life?
2025-01-14 23:39:38.988,Female,20-30,Student,4-6 hours,4-6hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-15 18:54:45.762,Male,30-40,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),Educational,No,5-10 mins,No,No,Entertained,"No, I dont want to",No
2025-01-15 01:59:01.146,Male,20-30,Employed,6-8 hours,4-6hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Entertainment, Comedy",Yes,10-30mins,Yes,Yes,Entertained,Yes and i was successful,Yes
2025-01-14 21:20:25.402,Female,<20,Student,4-6 hours,2-4 hours,Youtube,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Latest trends, challenges etc",Maybe,10-30mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-18 02:58:08.576,Female,20-30,Employed,< 2hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",No,> 30 mins,"Yes, No",No,Neutral,"No, I dont want to",No
2025-01-16 09:51:35.539,Male,>50,Employed,< 2hours,< 2 hours,Youtube,Longer videos (>30 seconds),"Videos (< 10mins), Longer videos (podcasts etc)",Educational,Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-14 20:47:31.260,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,< 5mins,Yes,Sometimes,Neutral,"No, I dont want to","No, Sometimes"
2025-01-14 23:49:12.926,Male,20-30,Employed,6-8 hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,5-10 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 20:12:09.415,Male,40-50,Employed,8+ hours,< 2 hours,Facebook,Reels (under 20 seconds),Shorts,Educational,Maybe,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-14 21:04:22.144,Male,20-30,Freelancing,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Longer videos (podcasts etc),"Lifestyle, Fitness",Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was successful,Yes
2025-01-15 21:35:57.252,Male,>50,Employed,8+ hours,< 2 hours,Facebook,"Reels (under 20 seconds), Instagram stories","Shorts, Videos (< 10mins)",Educational,Yes,> 30 mins,Yes,No,Entertained,Yes and i was successful,No
2025-01-15 11:51:23.740,Male,30-40,Employed,"6-8 hours, 8+ hours",< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,> 30 mins,Maybe,Yes,"Relaxed, Guilty, Entertained",Yes and i was successful,Sometimes
2025-01-15 18:06:31.884,Male,40-50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Longer videos (podcasts etc),Educational,Maybe,> 30 mins,Maybe,Sometimes,Neutral,"No, I dont want to",Sometimes
2025-01-14 21:56:22.770,Female,20-30,Student,"6-8 hours, 8+ hours",4-6hours,Instagram,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,"5-10 mins, 10-30mins",Yes,Yes,Relaxed,Yes and i was unsuccessful,Yes
2025-01-15 14:00:21.231,Female,40-50,Employed,< 2hours,< 2 hours,Facebook,"Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Latest trends, challenges etc",Maybe,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-15 09:06:14.372,Male,20-30,Employed,"6-8 hours, 8+ hours",2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Entertained,Yes and i was unsuccessful,Sometimes
2025-01-15 16:00:10.969,Female,20-30,Employed,"4-6 hours, 6-8 hours",4-6hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,< 5mins,Yes,"Yes, Sometimes",Entertained,Yes and i was unsuccessful,"Yes, Sometimes"
2025-01-15 09:06:14.372,Male,20-30,Employed,"6-8 hours, 8+ hours",2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Entertained,Yes and i was unsuccessful,Sometimes
2025-01-14 21:16:04.586,Male,20-30,Freelancing,4-6 hours,< 2 hours,Instagram,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Yes,5-10 mins,Maybe,No,Entertained,Yes and i was successful,No
2025-01-14 20:33:44.313,"Female, Prefer not to say",20-30,Employed,6-8 hours,4-6hours,Instagram,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-14 20:46:56.613,Male,20-30,Employed,4-6 hours,< 2 hours,Youtube,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,< 5mins,Yes,No,Guilty,Yes and i was successful,No
2025-01-15 20:00:42.972,Male,40-50,Employed,8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,10-30mins,Yes,Sometimes,Entertained,Yes and i was successful,Sometimes
2025-01-15 18:52:19.446,Male,30-40,Employed,8+ hours,2-4 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,10-30mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 21:47:48.409,Male,30-40,"Student, Employed","2-4hours, 8+ hours",2-4 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Lifestyle, Fitness",Yes,> 30 mins,No,No,Entertained,Yes and i was successful,Sometimes
2025-01-14 19:51:33.177,Male,40-50,Unemployed,6-8 hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),"Entertainment, Comedy",No,> 30 mins,No,No,Neutral,"No, I dont want to",No
2025-01-15 12:45:24.755,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Maybe,10-30mins,No,Sometimes,Guilty,Yes and i was successful,Yes
2025-01-15 12:05:59.200,Male,>50,Employed,< 2hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,< 5mins,Maybe,Sometimes,Relaxed,"No, I dont want to",Yes
2025-01-15 20:02:42.211,Male,>50,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 13:20:38.916,Female,40-50,Freelancing,< 2hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),Educational,Yes,5-10 mins,Yes,Yes,Relaxed,"No, I dont want to",Sometimes
2025-01-15 17:38:34.922,Male,40-50,Employed,8+ hours,< 2 hours,Facebook,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,5-10 mins,Yes,"Yes, Sometimes",Entertained,Yes and i was successful,Yes
2025-01-15 15:05:27.043,Female,40-50,Employed,2-4hours,< 2 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)",Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-14 21:15:31.636,Male,20-30,Student,6-8 hours,4-6hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,10-30mins,No,No,Neutral,Yes and i was successful,Sometimes
2025-01-15 20:02:42.211,Male,>50,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 20:02:42.211,Male,>50,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-14 23:18:55.821,Male,20-30,Employed,"2-4hours, 8+ hours",2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness","Yes, Maybe",> 30 mins,Maybe,Sometimes,"Entertained, Neutral",Yes and i was successful,No
2025-01-15 18:04:12.396,Male,>50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,> 30 mins,Maybe,No,Neutral,"No, I dont want to",No
2025-01-15 12:08:20.874,Male,40-50,Employed,8+ hours,2-4 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 19:47:23.567,Female,40-50,Employed,8+ hours,< 2 hours,Facebook,Reels (under 20 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",No,10-30mins,No,No,Entertained,"No, I dont want to",Yes
2025-01-15 12:32:54.841,Female,40-50,Unemployed,< 2hours,< 2 hours,Youtube,Reels (under 20 seconds),Longer videos (podcasts etc),Educational,Maybe,10-30mins,Yes,No,Neutral,"No, I dont want to",Sometimes
2025-01-14 21:22:59.701,Male,20-30,Student,4-6 hours,< 2 hours,Instagram,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,No,> 30 mins,No,No,Relaxed,Yes and i was successful,Yes
2025-01-15 10:36:20.714,Male,20-30,Unemployed,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-14 21:22:47.171,Male,20-30,Employed,4-6 hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",No,10-30mins,No,Yes,Relaxed,Yes and i was successful,Sometimes
2025-01-14 22:09:15.929,Male,20-30,Employed,"2-4hours, 4-6 hours",4-6hours,Tiktok,Longer videos (>30 seconds),Videos (< 10mins),"Latest trends, challenges etc",Yes,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Yes
2025-01-15 20:12:09.415,Male,40-50,Employed,8+ hours,< 2 hours,Facebook,Reels (under 20 seconds),Shorts,Educational,Maybe,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-14 22:09:15.929,Male,20-30,Employed,"2-4hours, 4-6 hours",4-6hours,Tiktok,Longer videos (>30 seconds),Videos (< 10mins),"Latest trends, challenges etc",Yes,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Yes
2025-01-14 22:59:32.096,Female,20-30,Employed,8+ hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,10-30mins,Maybe,Sometimes,Neutral,"No, I dont want to",Sometimes
2025-01-16 16:32:06.162,Male,20-30,Student,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),Longer videos (podcasts etc),"Entertainment, Comedy",No,> 30 mins,No,No,Neutral,"No, I dont want to",No
2025-01-14 23:49:12.926,Male,20-30,Employed,6-8 hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,5-10 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-14 20:29:54.033,Male,<20,Student,< 2hours,< 2 hours,Youtube,"Longer videos (>30 seconds), Instagram stories",Videos (< 10mins),"Entertainment, Comedy",No,5-10 mins,No,No,Neutral,"No, I dont want to",Sometimes
2025-01-14 21:04:22.144,Male,20-30,Freelancing,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Longer videos (podcasts etc),"Lifestyle, Fitness",Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was successful,Yes
2025-01-15 15:05:27.043,Female,40-50,Employed,2-4hours,< 2 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)",Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 16:42:13.249,Male,>50,Employed,2-4hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),"Lifestyle, Fitness",Maybe,10-30mins,No,Sometimes,Relaxed,Yes and i was successful,Sometimes
2025-01-14 20:32:11.037,Female,20-30,Student,2-4hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Lifestyle, Fitness",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Sometimes
2025-01-15 15:15:13.031,Female,30-40,Employed,"4-6 hours, 6-8 hours, 8+ hours",4-6hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins)","Lifestyle, Fitness",Maybe,> 30 mins,Maybe,Yes,Entertained,Yes and i was unsuccessful,Yes
2025-01-14 22:38:11.166,Female,20-30,Student,2-4hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,"Relaxed, Entertained","No, I dont want to",Sometimes
2025-01-14 19:51:33.177,Male,40-50,Unemployed,6-8 hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),"Entertainment, Comedy",No,> 30 mins,No,No,Neutral,"No, I dont want to",No
2025-01-15 09:06:14.372,Male,20-30,Employed,"6-8 hours, 8+ hours",2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Entertained,Yes and i was unsuccessful,Sometimes
2025-01-14 23:02:18.321,Female,<20,Student,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 15:05:27.043,Female,40-50,Employed,2-4hours,< 2 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)",Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-15 16:00:10.969,Female,20-30,Employed,"4-6 hours, 6-8 hours",4-6hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,< 5mins,Yes,"Yes, Sometimes",Entertained,Yes and i was unsuccessful,"Yes, Sometimes"
2025-01-15 21:51:57.830,Male,>50,Employed,4-6 hours,4-6hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories","Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,< 5mins,Yes,Yes,Guilty,Yes and i was successful,Yes
2025-01-15 18:12:52.575,Male,40-50,Employed,8+ hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,10-30mins,Yes,Yes,Neutral,Yes and i was unsuccessful,Sometimes
2025-01-14 21:20:51.722,Female,20-30,Employed,8+ hours,8+ hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness","No, Maybe",10-30mins,No,Yes,Neutral,"No, I dont want to","Yes, Sometimes"
2025-01-14 21:20:25.402,Female,<20,Student,4-6 hours,2-4 hours,Youtube,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Latest trends, challenges etc",Maybe,10-30mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-14 23:02:18.321,Female,<20,Student,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 01:59:01.146,Male,20-30,Employed,6-8 hours,4-6hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Entertainment, Comedy",Yes,10-30mins,Yes,Yes,Entertained,Yes and i was successful,Yes
2025-01-14 23:02:18.321,Female,<20,Student,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-15 12:19:35.168,Male,>50,Employed,4-6 hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,> 30 mins,Yes,Yes,Neutral,Yes and i was unsuccessful,No
2025-01-14 23:02:18.321,Female,<20,Student,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes
2025-01-16 20:13:37.773,Male,40-50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,10-30mins,Yes,Sometimes,Entertained,Yes and i was unsuccessful,Sometimes
2025-01-14 21:20:51.722,Female,20-30,Employed,8+ hours,8+ hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness","No, Maybe",10-30mins,No,Yes,Neutral,"No, I dont want to","Yes, Sometimes"
2025-01-15 15:32:00.783,Male,30-40,Employed,8+ hours,< 2 hours,Instagram,Instagram stories,Longer videos (podcasts etc),"Lifestyle, Fitness",No,5-10 mins,Yes,Sometimes,Neutral,Yes and i was successful,Yes
2025-01-15 12:00:20.717,Male,30-40,Freelancing,6-8 hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,Educational,Yes,> 30 mins,Yes,Yes,Neutral,Yes and i was successful,Sometimes
2025-01-14 21:22:47.171,Male,20-30,Employed,4-6 hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",No,10-30mins,No,Yes,Relaxed,Yes and i was successful,Sometimes
2025-01-14 20:42:40.376,Male,20-30,Employed,"6-8 hours, 8+ hours",2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness",Maybe,10-30mins,Maybe,Yes,"Entertained, Neutral",Yes and i was successful,Sometimes
2025-01-14 21:25:34.392,Male,20-30,Employed,2-4hours,2-4 hours,Youtube,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness",Yes,5-10 mins,Yes,No,Neutral,Yes and i was successful,Yes
2025-01-14 21:20:51.722,Female,20-30,Employed,8+ hours,8+ hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness","No, Maybe",10-30mins,No,Yes,Neutral,"No, I dont want to","Yes, Sometimes"
2025-01-15 15:50:55.771,Male,30-40,Employed,4-6 hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Shorts, Longer videos (podcasts etc)","Entertainment, Comedy",No,10-30mins,No,Sometimes,Entertained,Yes and i was successful,Yes
2025-01-14 19:51:33.177,Male,40-50,Unemployed,6-8 hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),"Entertainment, Comedy",No,> 30 mins,No,No,Neutral,"No, I dont want to",No
2025-01-14 19:51:33.177,Male,40-50,Unemployed,6-8 hours,< 2 hours,Youtube,Longer videos (>30 seconds),Videos (< 10mins),"Entertainment, Comedy",No,> 30 mins,No,No,Neutral,"No, I dont want to",No
2025-01-15 13:03:53.398,Male,40-50,Employed,8+ hours,2-4 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Yes,> 30 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes
2025-01-14 22:02:14.437,Male,20-30,Student,4-6 hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins)","Entertainment, Comedy",Maybe,5-10 mins,Yes,Sometimes,Guilty,Yes and i was successful,Sometimes
2025-01-14 20:46:30.070,Male,20-30,"Employed, Freelancing",2-4hours,2-4 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,> 30 mins,No,"Yes, Sometimes","Relaxed, Guilty",Yes and i was successful,No
2025-01-15 18:18:16.165,Male,30-40,Employed,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,10-30mins,Yes,Yes,Entertained,Yes and i was successful,Sometimes
2025-01-15 20:22:38.115,Male,40-50,Employed,2-4hours,2-4 hours,Facebook,Longer videos (>30 seconds),Shorts,"Entertainment, Comedy",No,5-10 mins,Yes,Yes,Relaxed,Yes and i was successful,No
2025-01-15 12:56:56.662,Male,40-50,Employed,8+ hours,< 2 hours,Youtube,"Longer videos (>30 seconds), Reels (under 20 seconds)",Shorts,"Entertainment, Comedy",No,10-30mins,No,No,Entertained,"No, I dont want to",No
2025-01-14 22:59:32.096,Female,20-30,Employed,8+ hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,10-30mins,Maybe,Sometimes,Neutral,"No, I dont want to",Sometimes
2025-01-15 03:54:39.498,Male,20-30,Employed,8+ hours,< 2 hours,Instagram,Longer videos (>30 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,> 30 mins,No,No,Neutral,Yes and i was successful,No
2025-01-14 20:57:18.097,Female,20-30,Freelancing,4-6 hours,< 2 hours,Instagram,Reels (under 20 seconds),Longer videos (podcasts etc),"Lifestyle, Fitness",Yes,"5-10 mins, 10-30mins",Yes,Yes,Neutral,Yes and i was successful,Sometimes
2025-01-14 20:46:55.374,Male,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,> 30 mins,Maybe,Yes,Neutral,Yes and i was successful,No
2025-01-15 05:46:08.432,Male,20-30,Employed,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,> 30 mins,Yes,Sometimes,Neutral,Yes and i was successful,Sometimes
